RT	~	0.03445525602169405
RT	N	0.00025342118601115053
RT	V	0.0008612204724409449
@USER_44285fcc	@	0.0003059039461609055
:	~	0.029988833944807784
:	,	0.013536601393087133
:	E	0.001181035937236376
:	G	0.0005064145847400405
I	O	0.03905447070914697
I	$	0.0003341687552213868
I	E	0.0003374388392103931
see	V	0.0027066929133858267
u	O	0.008368815151960064
Bron	^	0.00029686804215526197
...	,	0.012616638191615192
...	~	0.009889934598819589
31	$	0.0005012531328320802
right	R	0.002007102053419793
right	!	0.00048559404337973454
right	A	0.00122118760494581
right	N	0.00025342118601115053
quick	A	0.0003052969012364525
@USER_a887f5eb	@	0.0003059039461609055
am	V	0.0015994094488188976
am	N	0.0003801317790167258
secure	A	0.0003052969012364525
secure	V	0.00024606299212598425
.	,	0.061506111184124065
.	U	0.0003322259136212625
@USER_1d9aecf2	@	0.0003059039461609055
hahaaha	!	0.0003237293622531564
!!	,	0.007359705611775529
!!	!	0.0003237293622531564
i	O	0.008956100425781823
i	G	0.0005064145847400405
dont	V	0.0015994094488188976
care	V	0.0007381889763779527
care	N	0.0003801317790167258
if	P	0.00435332116275804
she	O	0.0023491410952870355
realises	V	0.00024606299212598425
will	V	0.0024606299212598425
be	V	0.007135826771653544
like	P	0.005195899452324112
like	R	0.000771962328238382
like	V	0.0014763779527559055
like	A	0.0003052969012364525
shut	V	0.00036909448818897637
up	T	0.005620848237097598
up	R	0.0003087849312953528
up	A	0.00045794535185467866
up	P	0.0004212891447830361
teacher	N	0.0003801317790167258
and	&	0.020289373025112255
go	V	0.002952755905511811
do	V	0.0033218503937007876
your	D	0.004717676544301931
your	L	0.0004980906524987548
work	N	0.0010136847440446021
work	V	0.0006151574803149606
hehe	!	0.00048559404337973454
then	R	0.0016983171221244403
in	P	0.01586855778682769
in	T	0.0013626298756600238
trouble	N	0.0003801317790167258
Getting	V	0.0004921259842519685
insulation	N	0.00025342118601115053
put	V	0.0017224409448818897
put	R	0.0003087849312953528
attic	N	0.00025342118601115053
today	N	0.0015205271160669033
They	O	0.0007341065922771986
was	V	0.0052903543307086616
sposed	A	0.0003052969012364525
2	P	0.001404297149276787
2	R	0.0003087849312953528
2	$	0.0011695906432748538
here	R	0.0029334568473058514
here	V	0.00024606299212598425
at	P	0.009268361185226793
at	O	0.00029364263691087944
7:30	$	0.0003341687552213868
,	,	0.03167301879353397
,	~	0.000319030148349019
but	&	0.0051554964244137705
got	V	0.004183070866141733
8:30	$	0.0005012531328320802
!	,	0.03311867525298988
!	^	0.000445302063232893
Where	R	0.0009263547938860583
they	O	0.004404639553663192
they	D	0.0004422821760283061
dat	D	0.0007371369600471767
?	,	0.016822184255486924
Andrew	^	0.00029686804215526197
McNulty	^	0.00029686804215526197
passes	V	0.00024606299212598425
to	P	0.03482656930206432
to	R	0.0003087849312953528
to	T	0.0006813149378300119
to	V	0.00024606299212598425
Connor	^	0.00029686804215526197
Alberhasky	^	0.00029686804215526197
for	P	0.017132425221176802
a	D	0.02786377708978328
a	G	0.00033760972316002703
a	N	0.00025342118601115053
29	$	0.0005012531328320802
yard	N	0.0005068423720223011
gain	N	0.00025342118601115053
City	^	0.000445302063232893
City	N	0.0005068423720223011
high	^	0.00029686804215526197
high	A	0.0007632422530911311
high	N	0.00025342118601115053
on	P	0.013059963488274118
on	T	0.0013626298756600238
the	D	0.03744655757039658
line	N	0.0003801317790167258
#listen	#	0.00033715441672285906
#canada	#	0.00033715441672285906
#1	$	0.0005012531328320802
Speak	V	0.00036909448818897637
Now	R	0.0012351397251814111
(	,	0.006702589039295571
(	E	0.0008435970980259828
Deluxe	A	0.00045794535185467866
CD+DVD	N	0.0003801317790167258
):	,	0.00039426994348797475
)	,	0.0057826258378236295
)	E	0.0010123165176311793
Taylor	^	0.00029686804215526197
Swift	^	0.00029686804215526197
Performer	N	0.00025342118601115053
|	G	0.0021944632005401754
Format	N	0.00025342118601115053
Audio	N	0.0005068423720223011
http://bit.ly/dkWm38	U	0.0003322259136212625
its	L	0.003818695002490453
its	D	0.0004422821760283061
#humpdayyy	N	0.00025342118601115053
Oh	!	0.0009711880867594691
..	,	0.006176895781311605
For	P	0.000983008004493751
those	D	0.0005897095680377414
that	D	0.007223942208462332
that	R	0.0004631773969430292
that	P	0.004072461732902682
that	O	0.0004404639553663192
are	V	0.0062746062992125986
