RT	~	0.04094010614101592
RT	N	0.00028989708653428034
RT	V	0.0009810791871058165
@USER	@	0.13904418394950405
@USER	^	0.00034818941504178273
:	~	0.0356330553449583
:	,	0.015568319226118501
:	E	0.0014187271990271585
:	G	0.0006083958629081322
I	O	0.045720178755586115
I	$	0.00040064102564102563
I	E	0.00040535062829347385
see	V	0.0030833917309039944
u	O	0.00979718116191131
Bron	^	0.00034818941504178273
...	,	0.014510278113663845
...	~	0.011751326762699014
31	$	0.0006009615384615385
right	R	0.0023705324580598104
right	!	0.0005785920925747348
right	A	0.0014393666786613889
right	N	0.00028989708653428034
quick	A	0.0003598416696653472
am	V	0.0018220042046250876
am	N	0.0004348456298014205
secure	A	0.0003598416696653472
secure	V	0.0002803083391730904
.	,	0.07073760580411124
.	U	0.00039785160135269546
hahaaha	!	0.0003857280617164899
!!	,	0.008464328899637243
!!	!	0.0003857280617164899
i	O	0.010484702646957717
i	G	0.0006083958629081322
dont	V	0.0018220042046250876
care	V	0.0008409250175192712
care	N	0.0004348456298014205
if	P	0.005058746736292428
she	O	0.002750085940185631
realises	V	0.0002803083391730904
will	V	0.002803083391730904
be	V	0.008128941836019622
like	P	0.006037859007832898
like	R	0.0009117432530999271
like	V	0.0016818500350385423
like	A	0.0003598416696653472
shut	V	0.0004204625087596356
up	T	0.006765067650676507
up	R	0.00036469730123997083
up	A	0.0005397625044980209
up	P	0.0004895561357702349
teacher	N	0.0004348456298014205
and	&	0.024302788844621514
go	V	0.0033637000700770846
do	V	0.0037841625788367205
your	D	0.005526770293609672
your	L	0.0005964214711729623
work	N	0.0011595883461371214
work	V	0.000700770847932726
hehe	!	0.0005785920925747348
then	R	0.0020058351568198397
in	P	0.01843994778067885
in	T	0.0016400164001640015
trouble	N	0.0004348456298014205
Getting	V	0.0005606166783461808
insulation	N	0.00028989708653428034
put	V	0.001962158374211633
put	R	0.00036469730123997083
attic	N	0.00028989708653428034
today	N	0.001739382519205682
They	O	0.0008594018563080096
was	V	0.006026629292221444
sposed	A	0.0003598416696653472
2	P	0.0016318537859007832
2	R	0.00036469730123997083
2	$	0.0014022435897435897
here	R	0.003464624361779723
here	V	0.0002803083391730904
at	P	0.01077023498694517
at	O	0.00034376074252320387
7:30	$	0.00040064102564102563
,	,	0.036426844014510275
,	~	0.0003790750568612585
but	&	0.0061752988047808766
got	V	0.004765241765942537
8:30	$	0.0006009615384615385
!	,	0.0380894800483676
!	^	0.0005222841225626741
Where	R	0.0010940919037199124
they	O	0.005156411137848058
they	D	0.0005181347150259067
dat	D	0.0008635578583765112
?	,	0.019347037484885126
Andrew	^	0.00034818941504178273
McNulty	^	0.00034818941504178273
passes	V	0.0002803083391730904
to	P	0.04046997389033943
to	R	0.00036469730123997083
to	T	0.0008200082000820008
to	V	0.0002803083391730904
Connor	^	0.00034818941504178273
Alberhasky	^	0.00034818941504178273
for	P	0.019908616187989555
a	D	0.032642487046632127
a	G	0.00040559724193875484
a	N	0.00028989708653428034
29	$	0.0006009615384615385
yard	N	0.0005797941730685607
gain	N	0.00028989708653428034
City	^	0.0005222841225626741
City	N	0.0005797941730685607
high	^	0.00034818941504178273
high	A	0.0008996041741633681
high	N	0.00028989708653428034
on	P	0.015176240208877284
on	T	0.0016400164001640015
the	D	0.04386873920552677
line	N	0.0004348456298014205
#listen	#	0.00040494027130998176
#canada	#	0.00040494027130998176
#1	$	0.0006009615384615385
Speak	V	0.0004204625087596356
Now	R	0.0014587892049598833
(	,	0.007708585247883918
(	E	0.0010133765707336846
Deluxe	A	0.0005397625044980209
CD+DVD	N	0.0004348456298014205
):	,	0.00045344619105199517
)	,	0.006650544135429262
)	E	0.0012160518848804217
Taylor	^	0.00034818941504178273
Swift	^	0.00034818941504178273
Performer	N	0.00028989708653428034
|	G	0.0026363820726019063
Format	N	0.00028989708653428034
Audio	N	0.0005797941730685607
http://	U	0.04893574696638154
its	L	0.0045725646123260435
its	D	0.0005181347150259067
#humpdayyy	N	0.00028989708653428034
Oh	!	0.0011571841851494697
..	,	0.007103990326481258
For	P	0.0011422976501305484
those	D	0.000690846286701209
that	D	0.00846286701208981
that	R	0.0005470459518599562
that	P	0.004732375979112272
that	O	0.0005156411137848057
are	V	0.007147862648913805
confused	A	0.0007196833393306944
The	D	0.006390328151986183
rice	N	0.00028989708653428034
absorbs	V	0.0002803083391730904
water	N	0.0005797941730685607
from	P	0.006037859007832898
ur	D	0.0015544041450777201
ur	L	0.0009940357852882703
phone	N	0.0014494854326714017
drys	V	0.0002803083391730904
it	O	0.015812994156067378
it	T	0.0008200082000820008
it	P	0.00032637075718015666
out	P	0.0026109660574412533
out	R	0.0005470459518599562
out	T	0.006970069700697007
out	N	0.00028989708653428034
don't	V	0.005185704274702173
ask	V	0.0009810791871058165
how	R	0.00437636761487965
how	O	0.00034376074252320387
or	&	0.00298804780876494
why	R	0.003099927060539752
why	!	0.0003857280617164899
why	O	0.00034376074252320387
just	R	0.008023340627279359
know	V	0.0033637000700770846
does	V	0.0009810791871058165
lol	!	0.010607521697203472
told	V	0.0011212333566923615
you	O	0.023375730491577863
It's	L	0.0017892644135188867
not	R	0.005288110867979577
even	R	0.0018234865061998542
my	D	0.017443868739205528
my	!	0.0003857280617164899
my	O	0.00034376074252320387
Halloween	^	0.001915041782729805
costume	N	0.0005797941730685607
Trololol	!	0.0003857280617164899
<333	E	0.00040535062829347385
-__-	E	0.0006080259424402108
BOOF	!	0.0003857280617164899
good	A	0.0053976250449802084
mawnin	N	0.00028989708653428034
gorgeous	A	0.0003598416696653472
YOOOO	!	0.0003857280617164899
IF	P	0.0004895561357702349
YOU	O	0.0015469233413544173
A	D	0.0031088082901554403
A	^	0.00034818941504178273
A	G	0.00040559724193875484
A	N	0.0004348456298014205
KOBE	^	0.00034818941504178273
FAN	N	0.00028989708653428034
TWEET	V	0.0002803083391730904
ME	O	0.0006875214850464077
ME	N	0.00028989708653428034
WHAT'S	L	0.00039761431411530816
#LAKERIN	V	0.0002803083391730904
#Rush	#	0.00040494027130998176
There	X	0.0010440593025683859
no	D	0.0017271157167530224
no	!	0.0011571841851494697
no	V	0.0002803083391730904
no	R	0.0005470459518599562
excuses	N	0.00028989708653428034
US	^	0.0006963788300835655
soldiers	N	0.00028989708653428034
have	V	0.007147862648913805
ballets	N	0.00028989708653428034
vote	V	0.000700770847932726
is	V	0.015697266993693063
Same	A	0.0003598416696653472
Itd	L	0.00039761431411530816
this	O	0.0005156411137848057
this	D	0.010189982728842832
Random	A	0.0005397625044980209
Chick	N	0.0004348456298014205
love	V	0.0033637000700770846
love	N	0.0011595883461371214
RDJ	^	0.00034818941504178273
Me	O	0.0015469233413544173
No	!	0.0003857280617164899
No	D	0.000690846286701209
Yeah	!	0.0005785920925747348
NO	!	0.0007714561234329798
YO	O	0.00034376074252320387
YO	!	0.0003857280617164899
Photo	N	0.0010146398028699811
-	,	0.006952841596130592
-	G	0.002027986209693774
-	~	0.000758150113722517
$20	$	0.00040064102564102563
advance	N	0.00028989708653428034
via	P	0.0022845953002610967
$25	$	0.0006009615384615385
door-	N	0.00028989708653428034
Party	V	0.0002803083391730904
Party	N	0.00028989708653428034
with	P	0.0097911227154047
Chicago's	Z	0.00041605991262741833
elite-	N	0.00028989708653428034
Network	N	0.00028989708653428034
opportunities	N	0.00028989708653428034
Today	N	0.0005797941730685607
Please	V	0.0009810791871058165
over	P	0.0013054830287206266
over	V	0.0002803083391730904
over	O	0.00034376074252320387
over	T	0.0004100041000410004
soon	R	0.0009117432530999271
soon	A	0.0003598416696653472
Thanks	N	0.0014494854326714017
Thanks	V	0.0002803083391730904
Thanks	!	0.0003857280617164899
First	A	0.0007196833393306944
First	R	0.00036469730123997083
time	N	0.0023191766922742428
seeing	V	0.000700770847932726
